,country,year,is_female,age,suicides_no,population,suicides/100kpopulation,gdp_for_year,gdp_per_capita,generation
6380,Croatia,1996,False,5,72.0,72100,99.86,23678012697.0,5610.0,G.I. Generation
6381,Croatia,1996,False,4,270.0,388400,69.52,23678012697.0,5610.0,Silent
6382,Croatia,1996,False,3,221.0,587800,37.6,23678012697.0,5610.0,Boomers
6383,Croatia,1996,True,5,40.0,144500,27.68,23678012697.0,5610.0,G.I. Generation
6384,Croatia,1996,False,2,90.0,342100,26.31,23678012697.0,5610.0,Generation X
6385,Croatia,1996,False,1,80.0,311200,25.71,23678012697.0,5610.0,Generation X
6386,Croatia,1996,True,4,115.0,519900,22.12,23678012697.0,5610.0,Silent
6387,Croatia,1996,True,3,65.0,595500,10.92,23678012697.0,5610.0,Boomers
6388,Croatia,1996,True,2,22.0,338200,6.51,23678012697.0,5610.0,Generation X
6389,Croatia,1996,True,1,18.0,299900,6.0,23678012697.0,5610.0,Generation X
6390,Croatia,1996,False,0,5.0,318000,1.57,23678012697.0,5610.0,Millenials
6391,Croatia,1996,True,0,3.0,303200,0.99,23678012697.0,5610.0,Millenials
6392,Croatia,1997,False,5,65.0,73500,88.44,23822087053.0,5546.0,G.I. Generation
6393,Croatia,1997,False,4,269.0,395300,68.05,23822087053.0,5546.0,Silent
6394,Croatia,1997,True,5,55.0,147100,37.39,23822087053.0,5546.0,G.I. Generation
6395,Croatia,1997,False,3,223.0,598000,37.29,23822087053.0,5546.0,Boomers
6396,Croatia,1997,False,1,72.0,316700,22.73,23822087053.0,5546.0,Generation X
6397,Croatia,1997,True,4,93.0,528900,17.58,23822087053.0,5546.0,Silent
6398,Croatia,1997,False,2,60.0,348200,17.23,23822087053.0,5546.0,Generation X
6399,Croatia,1997,True,3,59.0,606000,9.74,23822087053.0,5546.0,Boomers
6400,Croatia,1997,True,2,29.0,344100,8.43,23822087053.0,5546.0,Generation X
6401,Croatia,1997,True,1,16.0,305100,5.24,23822087053.0,5546.0,Generation X
6402,Croatia,1997,False,0,3.0,323700,0.93,23822087053.0,5546.0,Millenials
6403,Croatia,1997,True,0,2.0,308500,0.65,23822087053.0,5546.0,Millenials
6404,Croatia,1998,False,5,78.0,72300,107.88,25432144406.0,6015.0,G.I. Generation
6405,Croatia,1998,False,4,274.0,389100,70.42,25432144406.0,6015.0,Silent
6406,Croatia,1998,False,3,236.0,588700,40.09,25432144406.0,6015.0,Boomers
6407,Croatia,1998,True,5,43.0,144700,29.72,25432144406.0,6015.0,G.I. Generation
6408,Croatia,1998,False,2,93.0,342700,27.14,25432144406.0,6015.0,Generation X
6409,Croatia,1998,True,4,132.0,520800,25.35,25432144406.0,6015.0,Silent
6410,Croatia,1998,False,1,61.0,311800,19.56,25432144406.0,6015.0,Generation X
6411,Croatia,1998,True,3,75.0,596500,12.57,25432144406.0,6015.0,Boomers
6412,Croatia,1998,True,2,18.0,338800,5.31,25432144406.0,6015.0,Generation X
6413,Croatia,1998,True,1,14.0,300300,4.66,25432144406.0,6015.0,Generation X
6414,Croatia,1998,False,0,3.0,318600,0.94,25432144406.0,6015.0,Millenials
6415,Croatia,1998,True,0,2.0,303600,0.66,25432144406.0,6015.0,Millenials
6416,Croatia,1999,False,5,77.0,73700,104.48,23386945597.0,5459.0,G.I. Generation
6417,Croatia,1999,False,4,225.0,394300,57.06,23386945597.0,5459.0,Silent
6418,Croatia,1999,False,3,245.0,596300,41.09,23386945597.0,5459.0,Boomers
6419,Croatia,1999,True,5,41.0,147000,27.89,23386945597.0,5459.0,G.I. Generation
6420,Croatia,1999,False,2,93.0,347100,26.79,23386945597.0,5459.0,Generation X
6421,Croatia,1999,True,4,132.0,527500,25.02,23386945597.0,5459.0,Silent
6422,Croatia,1999,False,1,71.0,315800,22.48,23386945597.0,5459.0,Generation X
6423,Croatia,1999,True,3,70.0,604300,11.58,23386945597.0,5459.0,Boomers
6424,Croatia,1999,True,1,15.0,304300,4.93,23386945597.0,5459.0,Generation X
6425,Croatia,1999,True,2,14.0,343200,4.08,23386945597.0,5459.0,Generation X
6426,Croatia,1999,False,0,5.0,322700,1.55,23386945597.0,5459.0,Millenials
6427,Croatia,1999,True,0,1.0,307600,0.33,23386945597.0,5459.0,Millenials
6428,Croatia,2000,False,5,77.0,74000,104.05,21774273832.0,5288.0,G.I. Generation
6429,Croatia,2000,False,4,229.0,379300,60.37,21774273832.0,5288.0,Silent
6430,Croatia,2000,False,3,249.0,572300,43.51,21774273832.0,5288.0,Boomers
6431,Croatia,2000,True,5,50.0,144600,34.58,21774273832.0,5288.0,G.I. Generation
6432,Croatia,2000,False,2,77.0,332900,23.13,21774273832.0,5288.0,Generation X
6433,Croatia,2000,True,4,99.0,506700,19.54,21774273832.0,5288.0,Silent
6434,Croatia,2000,False,1,57.0,302700,18.83,21774273832.0,5288.0,Generation X
6435,Croatia,2000,True,3,64.0,579800,11.04,21774273832.0,5288.0,Boomers
6436,Croatia,2000,True,2,12.0,329100,3.65,21774273832.0,5288.0,Generation X
6437,Croatia,2000,True,1,9.0,291900,3.08,21774273832.0,5288.0,Generation X
6438,Croatia,2000,False,0,3.0,309500,0.97,21774273832.0,5288.0,Millenials
6439,Croatia,2000,True,0,0.0,295200,0.0,21774273832.0,5288.0,Millenials
6440,Croatia,2001,False,5,67.0,72765,92.08,23289671102.0,5571.0,Silent
6441,Croatia,2001,False,4,228.0,421683,54.07,23289671102.0,5571.0,Silent
6442,Croatia,2001,False,3,231.0,641519,36.01,23289671102.0,5571.0,Boomers
6443,Croatia,2001,True,5,41.0,163943,25.01,23289671102.0,5571.0,Silent
6444,Croatia,2001,False,2,72.0,296586,24.28,23289671102.0,5571.0,Generation X
6445,Croatia,2001,True,4,101.0,526940,19.17,23289671102.0,5571.0,Silent
6446,Croatia,2001,False,1,55.0,308415,17.83,23289671102.0,5571.0,Millenials
6447,Croatia,2001,True,3,56.0,642506,8.72,23289671102.0,5571.0,Boomers
6448,Croatia,2001,True,2,17.0,293342,5.8,23289671102.0,5571.0,Generation X
6449,Croatia,2001,True,1,9.0,295822,3.04,23289671102.0,5571.0,Millenials
6450,Croatia,2001,False,0,3.0,264449,1.13,23289671102.0,5571.0,Millenials
6451,Croatia,2001,True,0,1.0,252663,0.4,23289671102.0,5571.0,Millenials
6452,Croatia,2002,False,5,84.0,77800,107.97,26878499206.0,6373.0,Silent
6453,Croatia,2002,False,4,226.0,427000,52.93,26878499206.0,6373.0,Silent
6454,Croatia,2002,True,5,54.0,172600,31.29,26878499206.0,6373.0,Silent
6455,Croatia,2002,False,3,199.0,647500,30.73,26878499206.0,6373.0,Boomers
6456,Croatia,2002,False,2,82.0,297500,27.56,26878499206.0,6373.0,Generation X
6457,Croatia,2002,False,1,53.0,308300,17.19,26878499206.0,6373.0,Millenials
6458,Croatia,2002,True,4,88.0,530100,16.6,26878499206.0,6373.0,Silent
6459,Croatia,2002,True,3,54.0,649700,8.31,26878499206.0,6373.0,Boomers
6460,Croatia,2002,True,2,21.0,293800,7.15,26878499206.0,6373.0,Generation X
6461,Croatia,2002,True,1,13.0,295800,4.39,26878499206.0,6373.0,Millenials
6462,Croatia,2002,True,0,0.0,252500,0.0,26878499206.0,6373.0,Millenials
6463,Croatia,2002,False,0,0.0,264700,0.0,26878499206.0,6373.0,Millenials
6464,Croatia,2003,False,5,80.0,82000,97.56,34658113497.0,8202.0,Silent
6465,Croatia,2003,False,4,239.0,429500,55.65,34658113497.0,8202.0,Silent
6466,Croatia,2003,False,3,227.0,647900,35.04,34658113497.0,8202.0,Boomers
6467,Croatia,2003,False,2,66.0,299000,22.07,34658113497.0,8202.0,Generation X
6468,Croatia,2003,True,5,37.0,178300,20.75,34658113497.0,8202.0,Silent
6469,Croatia,2003,False,1,57.0,306000,18.63,34658113497.0,8202.0,Millenials
6470,Croatia,2003,True,4,89.0,530900,16.76,34658113497.0,8202.0,Silent
6471,Croatia,2003,True,3,47.0,651200,7.22,34658113497.0,8202.0,Boomers
6472,Croatia,2003,True,2,10.0,294100,3.4,34658113497.0,8202.0,Generation X
6473,Croatia,2003,True,1,9.0,293600,3.07,34658113497.0,8202.0,Millenials
6474,Croatia,2003,False,0,3.0,262500,1.14,34658113497.0,8202.0,Millenials
6475,Croatia,2003,True,0,1.0,250600,0.4,34658113497.0,8202.0,Millenials
6476,Croatia,2004,False,5,111.0,88600,125.28,41574530816.0,9829.0,Silent
6477,Croatia,2004,False,4,227.0,432700,52.46,41574530816.0,9829.0,Silent
6478,Croatia,2004,False,3,214.0,644300,33.21,41574530816.0,9829.0,Boomers
6479,Croatia,2004,True,5,43.0,185600,23.17,41574530816.0,9829.0,Silent
6480,Croatia,2004,False,2,59.0,302300,19.52,41574530816.0,9829.0,Generation X
6481,Croatia,2004,True,4,87.0,531800,16.36,41574530816.0,9829.0,Silent
6482,Croatia,2004,False,1,31.0,302100,10.26,41574530816.0,9829.0,Millenials
6483,Croatia,2004,True,3,64.0,648500,9.87,41574530816.0,9829.0,Boomers
6484,Croatia,2004,True,2,17.0,296600,5.73,41574530816.0,9829.0,Generation X
6485,Croatia,2004,True,1,14.0,290300,4.82,41574530816.0,9829.0,Millenials
6486,Croatia,2004,False,0,3.0,259200,1.16,41574530816.0,9829.0,Millenials
6487,Croatia,2004,True,0,1.0,247600,0.4,41574530816.0,9829.0,Millenials
6488,Croatia,2005,False,5,78.0,91654,85.1,45416358502.0,10722.0,Silent
6489,Croatia,2005,False,4,247.0,436810,56.55,45416358502.0,10722.0,Silent
6490,Croatia,2005,False,3,227.0,643382,35.28,45416358502.0,10722.0,Boomers
6491,Croatia,2005,True,5,45.0,190621,23.61,45416358502.0,10722.0,Silent
6492,Croatia,2005,False,2,58.0,306107,18.95,45416358502.0,10722.0,Generation X
6493,Croatia,2005,True,4,76.0,534353,14.22,45416358502.0,10722.0,Silent
6494,Croatia,2005,False,1,39.0,297901,13.09,45416358502.0,10722.0,Millenials
6495,Croatia,2005,True,3,68.0,647419,10.5,45416358502.0,10722.0,Boomers
6496,Croatia,2005,True,2,25.0,299476,8.35,45416358502.0,10722.0,Generation X
6497,Croatia,2005,True,1,9.0,286454,3.14,45416358502.0,10722.0,Millenials
6498,Croatia,2005,False,0,2.0,256833,0.78,45416358502.0,10722.0,Millenials
6499,Croatia,2005,True,0,0.0,244865,0.0,45416358502.0,10722.0,Millenials
6500,Croatia,2006,False,5,79.0,96962,81.48,50453577898.0,11914.0,Silent
6501,Croatia,2006,False,4,178.0,440525,40.41,50453577898.0,11914.0,Silent
6502,Croatia,2006,False,3,207.0,639665,32.36,50453577898.0,11914.0,Boomers
6503,Croatia,2006,True,5,48.0,197868,24.26,50453577898.0,11914.0,Silent
6504,Croatia,2006,False,2,58.0,310163,18.7,50453577898.0,11914.0,Generation X
6505,Croatia,2006,True,4,90.0,534005,16.85,50453577898.0,11914.0,Silent
6506,Croatia,2006,False,1,49.0,293976,16.67,50453577898.0,11914.0,Millenials
6507,Croatia,2006,True,3,67.0,644066,10.4,50453577898.0,11914.0,Boomers
6508,Croatia,2006,True,1,11.0,282298,3.9,50453577898.0,11914.0,Millenials
6509,Croatia,2006,True,2,6.0,302776,1.98,50453577898.0,11914.0,Generation X
6510,Croatia,2006,False,0,2.0,252215,0.79,50453577898.0,11914.0,Millenials
6511,Croatia,2006,True,0,1.0,240427,0.42,50453577898.0,11914.0,Millenials
6512,Croatia,2007,False,5,85.0,101664,83.61,60093222709.0,14204.0,Silent
6513,Croatia,2007,False,4,206.0,443939,46.4,60093222709.0,14204.0,Silent
6514,Croatia,2007,False,3,198.0,637678,31.05,60093222709.0,14204.0,Boomers
6515,Croatia,2007,True,5,45.0,204595,21.99,60093222709.0,14204.0,Silent
6516,Croatia,2007,False,2,52.0,312108,16.66,60093222709.0,14204.0,Generation X
6517,Croatia,2007,True,4,84.0,533554,15.74,60093222709.0,14204.0,Silent
6518,Croatia,2007,False,1,34.0,289325,11.75,60093222709.0,14204.0,Millenials
6519,Croatia,2007,True,3,45.0,642644,7.0,60093222709.0,14204.0,Boomers
6520,Croatia,2007,True,1,11.0,277133,3.97,60093222709.0,14204.0,Millenials
6521,Croatia,2007,True,2,11.0,303954,3.62,60093222709.0,14204.0,Generation X
6522,Croatia,2007,True,0,2.0,236481,0.85,60093222709.0,14204.0,Generation Z
6523,Croatia,2007,False,0,2.0,247780,0.81,60093222709.0,14204.0,Generation Z
6524,Croatia,2008,False,5,115.0,105525,108.98,70481451449.0,16680.0,Silent
6525,Croatia,2008,False,4,200.0,450580,44.39,70481451449.0,16680.0,Silent
6526,Croatia,2008,False,3,202.0,632952,31.91,70481451449.0,16680.0,Boomers
6527,Croatia,2008,True,5,48.0,210591,22.79,70481451449.0,16680.0,Silent
6528,Croatia,2008,False,2,49.0,314031,15.6,70481451449.0,16680.0,Generation X
6529,Croatia,2008,False,1,40.0,284857,14.04,70481451449.0,16680.0,Millenials
6530,Croatia,2008,True,4,72.0,536698,13.42,70481451449.0,16680.0,Silent
6531,Croatia,2008,True,3,47.0,638100,7.37,70481451449.0,16680.0,Boomers
6532,Croatia,2008,True,2,9.0,305383,2.95,70481451449.0,16680.0,Generation X
6533,Croatia,2008,True,1,7.0,272369,2.57,70481451449.0,16680.0,Millenials
6534,Croatia,2008,False,0,3.0,242691,1.24,70481451449.0,16680.0,Generation Z
6535,Croatia,2008,True,0,1.0,231806,0.43,70481451449.0,16680.0,Generation Z
6536,Croatia,2009,False,5,107.0,110100,97.18,62703143057.0,14872.0,Silent
6537,Croatia,2009,False,4,199.0,455148,43.72,62703143057.0,14872.0,Silent
6538,Croatia,2009,False,3,220.0,628629,35.0,62703143057.0,14872.0,Boomers
6539,Croatia,2009,True,5,53.0,216621,24.47,62703143057.0,14872.0,Silent
6540,Croatia,2009,False,1,45.0,278610,16.15,62703143057.0,14872.0,Millenials
6541,Croatia,2009,False,2,44.0,316164,13.92,62703143057.0,14872.0,Generation X
6542,Croatia,2009,True,4,63.0,537865,11.71,62703143057.0,14872.0,Silent
6543,Croatia,2009,True,3,45.0,634366,7.09,62703143057.0,14872.0,Boomers
6544,Croatia,2009,True,2,7.0,306319,2.29,62703143057.0,14872.0,Generation X
6545,Croatia,2009,True,1,4.0,267054,1.5,62703143057.0,14872.0,Millenials
6546,Croatia,2009,False,0,3.0,238176,1.26,62703143057.0,14872.0,Generation Z
6547,Croatia,2009,True,0,0.0,226998,0.0,62703143057.0,14872.0,Generation Z
6548,Croatia,2010,False,5,99.0,114205,86.69,59829574391.0,14232.0,Silent
6549,Croatia,2010,False,4,215.0,461893,46.55,59829574391.0,14232.0,Silent
6550,Croatia,2010,False,3,186.0,621977,29.9,59829574391.0,14232.0,Generation X
6551,Croatia,2010,True,5,46.0,221668,20.75,59829574391.0,14232.0,Silent
6552,Croatia,2010,False,1,40.0,272848,14.66,59829574391.0,14232.0,Millenials
6553,Croatia,2010,False,2,44.0,316471,13.9,59829574391.0,14232.0,Generation X
6554,Croatia,2010,True,4,75.0,541827,13.84,59829574391.0,14232.0,Silent
6555,Croatia,2010,True,3,50.0,627682,7.97,59829574391.0,14232.0,Generation X
6556,Croatia,2010,True,1,13.0,261670,4.97,59829574391.0,14232.0,Millenials
6557,Croatia,2010,True,2,7.0,306249,2.29,59829574391.0,14232.0,Generation X
6558,Croatia,2010,True,0,1.0,222940,0.45,59829574391.0,14232.0,Generation Z
6559,Croatia,2010,False,0,0.0,234533,0.0,59829574391.0,14232.0,Generation Z
6560,Croatia,2011,False,5,95.0,118029,80.49,62375044443.0,14890.0,Silent
6561,Croatia,2011,False,4,188.0,467142,40.24,62375044443.0,14890.0,Boomers
6562,Croatia,2011,False,3,148.0,616577,24.0,62375044443.0,14890.0,Generation X
6563,Croatia,2011,False,2,63.0,314331,20.04,62375044443.0,14890.0,Millenials
6564,Croatia,2011,True,5,43.0,225925,19.03,62375044443.0,14890.0,Silent
6565,Croatia,2011,True,4,68.0,545430,12.47,62375044443.0,14890.0,Boomers
6566,Croatia,2011,False,1,24.0,269755,8.9,62375044443.0,14890.0,Millenials
6567,Croatia,2011,True,3,52.0,621895,8.36,62375044443.0,14890.0,Generation X
6568,Croatia,2011,True,2,11.0,304202,3.62,62375044443.0,14890.0,Millenials
6569,Croatia,2011,True,1,8.0,258495,3.09,62375044443.0,14890.0,Millenials
6570,Croatia,2011,False,0,2.0,229413,0.87,62375044443.0,14890.0,Generation Z
6571,Croatia,2011,True,0,0.0,217835,0.0,62375044443.0,14890.0,Generation Z
6572,Croatia,2012,False,5,99.0,122607,80.75,56565475275.0,13952.0,Silent
6573,Croatia,2012,False,4,207.0,465550,44.46,56565475275.0,13952.0,Boomers
6574,Croatia,2012,False,3,201.0,591018,34.01,56565475275.0,13952.0,Generation X
6575,Croatia,2012,True,5,46.0,232222,19.81,56565475275.0,13952.0,Silent
6576,Croatia,2012,False,2,51.0,294314,17.33,56565475275.0,13952.0,Millenials
6577,Croatia,2012,False,1,35.0,256849,13.63,56565475275.0,13952.0,Millenials
6578,Croatia,2012,True,4,73.0,541956,13.47,56565475275.0,13952.0,Boomers
6579,Croatia,2012,True,3,42.0,594104,7.07,56565475275.0,13952.0,Generation X
6580,Croatia,2012,True,2,13.0,283419,4.59,56565475275.0,13952.0,Millenials
6581,Croatia,2012,True,1,5.0,245431,2.04,56565475275.0,13952.0,Millenials
6582,Croatia,2012,False,0,3.0,219008,1.37,56565475275.0,13952.0,Generation Z
6583,Croatia,2012,True,0,1.0,207818,0.48,56565475275.0,13952.0,Generation Z
6584,Croatia,2013,False,5,85.0,126153,67.38,58085856019.0,14362.0,Silent
6585,Croatia,2013,False,4,174.0,469173,37.09,58085856019.0,14362.0,Boomers
6586,Croatia,2013,False,3,186.0,587482,31.66,58085856019.0,14362.0,Generation X
6587,Croatia,2013,False,2,59.0,291832,20.22,58085856019.0,14362.0,Millenials
6588,Croatia,2013,False,1,41.0,254643,16.1,58085856019.0,14362.0,Millenials
6589,Croatia,2013,True,5,35.0,237107,14.76,58085856019.0,14362.0,Silent
6590,Croatia,2013,True,4,48.0,544041,8.82,58085856019.0,14362.0,Boomers
6591,Croatia,2013,True,3,48.0,589432,8.14,58085856019.0,14362.0,Generation X
6592,Croatia,2013,True,2,9.0,281138,3.2,58085856019.0,14362.0,Millenials
6593,Croatia,2013,True,1,6.0,243263,2.47,58085856019.0,14362.0,Millenials
6594,Croatia,2013,False,0,1.0,215702,0.46,58085856019.0,14362.0,Generation Z
6595,Croatia,2013,True,0,0.0,204491,0.0,58085856019.0,14362.0,Generation Z
6596,Croatia,2014,False,5,97.0,129205,75.07,57629518806.0,14299.0,Silent
6597,Croatia,2014,False,4,193.0,473836,40.73,57629518806.0,14299.0,Boomers
6598,Croatia,2014,False,3,167.0,582938,28.65,57629518806.0,14299.0,Generation X
6599,Croatia,2014,True,5,42.0,240853,17.44,57629518806.0,14299.0,Silent
6600,Croatia,2014,False,1,37.0,251460,14.71,57629518806.0,14299.0,Millenials
6601,Croatia,2014,False,2,42.0,287190,14.62,57629518806.0,14299.0,Millenials
6602,Croatia,2014,True,4,71.0,547211,12.97,57629518806.0,14299.0,Boomers
6603,Croatia,2014,True,3,49.0,583896,8.39,57629518806.0,14299.0,Generation X
6604,Croatia,2014,True,1,12.0,240071,5.0,57629518806.0,14299.0,Millenials
6605,Croatia,2014,True,2,11.0,277195,3.97,57629518806.0,14299.0,Millenials
6606,Croatia,2014,True,0,1.0,202723,0.49,57629518806.0,14299.0,Generation Z
6607,Croatia,2014,False,0,0.0,213874,0.0,57629518806.0,14299.0,Generation Z
6608,Croatia,2015,False,5,104.0,131896,78.85,49425513611.0,12351.0,Silent
6609,Croatia,2015,False,4,207.0,476580,43.43,49425513611.0,12351.0,Boomers
6610,Croatia,2015,False,3,155.0,575410,26.94,49425513611.0,12351.0,Generation X
6611,Croatia,2015,True,5,56.0,243369,23.01,49425513611.0,12351.0,Silent
6612,Croatia,2015,False,2,41.0,280212,14.63,49425513611.0,12351.0,Millenials
6613,Croatia,2015,False,1,34.0,247562,13.73,49425513611.0,12351.0,Millenials
6614,Croatia,2015,True,4,75.0,548940,13.66,49425513611.0,12351.0,Boomers
6615,Croatia,2015,True,3,51.0,576262,8.85,49425513611.0,12351.0,Generation X
6616,Croatia,2015,True,2,7.0,271005,2.58,49425513611.0,12351.0,Millenials
6617,Croatia,2015,True,1,6.0,236301,2.54,49425513611.0,12351.0,Millenials
6618,Croatia,2015,True,0,2.0,201507,0.99,49425513611.0,12351.0,Generation Z
6619,Croatia,2015,False,0,1.0,212625,0.47,49425513611.0,12351.0,Generation Z
6620,Croatia,2016,False,5,104.0,134519,77.31,51338524831.0,12905.0,Silent
6621,Croatia,2016,False,4,187.0,480263,38.94,51338524831.0,12905.0,Boomers
6622,Croatia,2016,False,3,146.0,571003,25.57,51338524831.0,12905.0,Generation X
6623,Croatia,2016,False,2,48.0,274466,17.49,51338524831.0,12905.0,Millenials
6624,Croatia,2016,True,5,40.0,246002,16.26,51338524831.0,12905.0,Silent
6625,Croatia,2016,True,4,69.0,551758,12.51,51338524831.0,12905.0,Boomers
6626,Croatia,2016,False,1,30.0,242287,12.38,51338524831.0,12905.0,Millenials
6627,Croatia,2016,True,3,47.0,570380,8.24,51338524831.0,12905.0,Generation X
6628,Croatia,2016,True,1,6.0,231038,2.6,51338524831.0,12905.0,Millenials
6629,Croatia,2016,True,2,6.0,265327,2.26,51338524831.0,12905.0,Millenials
6630,Cuba,1992,False,5,227.0,188700,120.3,22085858243.0,2227.0,G.I. Generation
6631,Cuba,1992,False,4,347.0,652400,53.19,22085858243.0,2227.0,Silent
6632,Cuba,1992,True,5,70.0,202100,34.64,22085858243.0,2227.0,G.I. Generation
6633,Cuba,1992,True,4,210.0,669000,31.39,22085858243.0,2227.0,Silent
6634,Cuba,1992,False,3,376.0,1246800,30.16,22085858243.0,2227.0,Boomers
6635,Cuba,1992,True,1,231.0,1040500,22.2,22085858243.0,2227.0,Generation X
6636,Cuba,1992,False,2,214.0,995700,21.49,22085858243.0,2227.0,Boomers
6637,Cuba,1992,True,3,256.0,1278000,20.03,22085858243.0,2227.0,Boomers
6638,Cuba,1992,True,2,183.0,989700,18.49,22085858243.0,2227.0,Boomers
6639,Cuba,1992,False,1,164.0,1085500,15.11,22085858243.0,2227.0,Generation X
6640,Cuba,1992,True,0,16.0,765100,2.09,22085858243.0,2227.0,Millenials
6641,Cuba,1992,False,0,5.0,802100,0.62,22085858243.0,2227.0,Millenials
6642,Cuba,1993,False,5,257.0,192900,133.23,22367254865.0,2236.0,G.I. Generation
6643,Cuba,1993,False,4,382.0,666000,57.36,22367254865.0,2236.0,Silent
6644,Cuba,1993,True,5,84.0,208800,40.23,22367254865.0,2236.0,G.I. Generation
6645,Cuba,1993,True,4,262.0,685000,38.25,22367254865.0,2236.0,Silent
6646,Cuba,1993,False,3,371.0,1255300,29.55,22367254865.0,2236.0,Boomers
6647,Cuba,1993,False,2,245.0,1042700,23.5,22367254865.0,2236.0,Boomers
6648,Cuba,1993,True,3,254.0,1289600,19.7,22367254865.0,2236.0,Boomers
6649,Cuba,1993,True,1,178.0,997100,17.85,22367254865.0,2236.0,Generation X
6650,Cuba,1993,True,2,179.0,1030700,17.37,22367254865.0,2236.0,Boomers
6651,Cuba,1993,False,1,152.0,1039900,14.62,22367254865.0,2236.0,Generation X
6652,Cuba,1993,True,0,7.0,779200,0.9,22367254865.0,2236.0,Millenials
6653,Cuba,1993,False,0,3.0,817000,0.37,22367254865.0,2236.0,Millenials
6654,Cuba,1994,False,5,246.0,196500,125.19,28448326757.0,2820.0,G.I. Generation
6655,Cuba,1994,False,4,401.0,681200,58.87,28448326757.0,2820.0,Silent
6656,Cuba,1994,True,4,229.0,702600,32.59,28448326757.0,2820.0,Silent
6657,Cuba,1994,False,3,399.0,1269100,31.44,28448326757.0,2820.0,Boomers
6658,Cuba,1994,True,5,61.0,214900,28.39,28448326757.0,2820.0,G.I. Generation
6659,Cuba,1994,False,2,252.0,1083200,23.26,28448326757.0,2820.0,Boomers
6660,Cuba,1994,True,3,235.0,1305600,18.0,28448326757.0,2820.0,Boomers
6661,Cuba,1994,True,1,152.0,951400,15.98,28448326757.0,2820.0,Generation X
6662,Cuba,1994,True,2,156.0,1065200,14.65,28448326757.0,2820.0,Boomers
6663,Cuba,1994,False,1,142.0,991900,14.32,28448326757.0,2820.0,Generation X
6664,Cuba,1994,True,0,4.0,794500,0.5,28448326757.0,2820.0,Millenials
6665,Cuba,1994,False,0,1.0,833200,0.12,28448326757.0,2820.0,Millenials
6666,Cuba,1995,False,5,248.0,199400,124.37,30429803651.0,2993.0,G.I. Generation
6667,Cuba,1995,False,4,372.0,697500,53.33,30429803651.0,2993.0,Silent
6668,Cuba,1995,True,5,68.0,219900,30.92,30429803651.0,2993.0,G.I. Generation
6669,Cuba,1995,False,3,374.0,1291700,28.95,30429803651.0,2993.0,Boomers
6670,Cuba,1995,False,2,276.0,1113600,24.78,30429803651.0,2993.0,Generation X
6671,Cuba,1995,True,4,171.0,722000,23.68,30429803651.0,2993.0,Silent
6672,Cuba,1995,True,3,241.0,1330000,18.12,30429803651.0,2993.0,Boomers
6673,Cuba,1995,True,1,162.0,906300,17.87,30429803651.0,2993.0,Generation X
6674,Cuba,1995,True,2,161.0,1090200,14.77,30429803651.0,2993.0,Generation X
6675,Cuba,1995,False,1,138.0,944700,14.61,30429803651.0,2993.0,Generation X
6676,Cuba,1995,True,0,10.0,806800,1.24,30429803651.0,2993.0,Millenials
6677,Cuba,1995,False,0,1.0,846300,0.12,30429803651.0,2993.0,Millenials
6678,Cuba,1996,False,5,228.0,201400,113.21,25017300000.0,2443.0,G.I. Generation
6679,Cuba,1996,False,4,344.0,715100,48.11,25017300000.0,2443.0,Silent
6680,Cuba,1996,False,3,403.0,1324700,30.42,25017300000.0,2443.0,Boomers
6681,Cuba,1996,True,5,61.0,223800,27.26,25017300000.0,2443.0,G.I. Generation
6682,Cuba,1996,False,2,249.0,1133100,21.98,25017300000.0,2443.0,Generation X
6683,Cuba,1996,True,4,157.0,743000,21.13,25017300000.0,2443.0,Silent
6684,Cuba,1996,True,3,201.0,1364200,14.73,25017300000.0,2443.0,Boomers
6685,Cuba,1996,False,1,128.0,899000,14.24,25017300000.0,2443.0,Generation X
6686,Cuba,1996,True,1,113.0,862100,13.11,25017300000.0,2443.0,Generation X
6687,Cuba,1996,True,2,121.0,1105100,10.95,25017300000.0,2443.0,Generation X
6688,Cuba,1996,True,0,7.0,815000,0.86,25017300000.0,2443.0,Millenials
6689,Cuba,1996,False,0,2.0,855100,0.23,25017300000.0,2443.0,Millenials
6690,Cuba,1997,False,5,240.0,203095,118.17,25366200000.0,2472.0,G.I. Generation
6691,Cuba,1997,False,4,353.0,719479,49.06,25366200000.0,2472.0,Silent
6692,Cuba,1997,False,3,446.0,1376101,32.41,25366200000.0,2472.0,Boomers
6693,Cuba,1997,True,5,65.0,252298,25.76,25366200000.0,2472.0,G.I. Generation
6694,Cuba,1997,False,2,246.0,1140753,21.56,25366200000.0,2472.0,Generation X
6695,Cuba,1997,True,4,162.0,754121,21.48,25366200000.0,2472.0,Silent
6696,Cuba,1997,True,3,216.0,1349406,16.01,25366200000.0,2472.0,Boomers
6697,Cuba,1997,False,1,111.0,842786,13.17,25366200000.0,2472.0,Generation X
6698,Cuba,1997,True,2,107.0,1109991,9.64,25366200000.0,2472.0,Generation X
6699,Cuba,1997,True,1,72.0,814728,8.84,25366200000.0,2472.0,Generation X
6700,Cuba,1997,True,0,6.0,829500,0.72,25366200000.0,2472.0,Millenials
6701,Cuba,1997,False,0,5.0,868234,0.58,25366200000.0,2472.0,Millenials
6702,Cuba,1998,False,5,253.0,204881,123.49,25736331247.0,2497.0,G.I. Generation
